,STNCODE,STNNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,STNTYPE,STFIPS,OBJECTID_1,OBJECTID,type,coordinates
852,SLD,"Salida, CO",54 Jones Avenue,Bus Depot,Salida,CO,81201,BUS,08,853,976,Point,"[-105.99450000011107, 38.525046999859164]"
853,SLB,"Salt Lake City, UT",300 South 600 West,Intermodal Hub Bus Terminal,Salt Lake City,UT,84101,BUS,49,854,977,Point,"[-111.9085099996949, 40.76304000018224]"
854,SMI,"Sault Sainte Marie, MI",4001 I-75 Business Spur,Eastern Upper Peninsula Transit Authority Term,Sault Sainte Marie,MI,49783,BUS,26,855,978,Point,"[-84.37170500035668, 46.463461000188744]"
855,SRN,"Scranton, PA",23 Lackawanna Avenue,Martz Trailways Station,Scranton,PA,18503,BUS,42,856,979,Point,"[-75.67020999981963, 41.410169999866554]"
856,SLA,"Selma, AL",434 Broad Street,Trailways Bus Station,Selma,AL,36701,BUS,01,857,980,Point,"[-87.02226000018094, 32.412144000217104]"
857,SHW,"Shawano, WI",N4543 State Highway 22,Shell Station,Shawano,WI,54166,BUS,55,858,981,Point,"[-88.61533899952104, 44.753146999794474]"
858,CHL,"Charlevoix, MI",103 Bridge Park Drive,Beaver Island Boat Company Ferry Terminal,Charlevoix,MI,49720,BUS,26,859,897,Point,"[-85.2579409999734, 45.3184480005737]"
859,CHB,"Cheboygan, MI",309 East State Street,Marathon Gas Station,Cheboygan,MI,49721,BUS,26,860,898,Point,"[-84.46981800035489, 45.64487899980685]"
860,CWL,"Chewelah, WA",10 West Colville Avenue,Bus Stop Next to Safeway,Chewelah,WA,99109,BUS,53,861,899,Point,"[-117.71563499993844, 48.27919300002407]"
861,CHP,"Chippewa Falls, WI",2750 120th Street,Holiday Gas Station Store,Chippewa Falls,WI,54729,BUS,55,862,900,Point,"[-91.42779399970973, 44.88309599942965]"
862,CIG,"Cincinnati, OH",1005 Gilbert Avenue,Greyhound Terminal,Cincinnati,OH,45202,BUS,39,863,901,Point,"[-84.50446900057518, 39.107572999935876]"
863,CRK,"Clarksville, TN","11 Jefferson Street 
",Greyhound Bus Station,Clarksville,TN,37040,BUS,47,864,902,Point,"[-87.36370499987632, 36.53075200016161]"
864,COL,"Columbus, OH",111 East Town Street,Greyhound Bus station,Columbus,OH,43215,BUS,39,865,903,Point,"[-82.99636000004294, 39.95873399988868]"
865,CVL,"Colville, WA",956 South Main Street,Rural Rescources Community Action,Colville,WA,99114,BUS,53,866,904,Point,"[-117.9083780007113, 48.53587900037832]"
866,CRC,"Crescent City, CA",1001 Front Street,Cultural Center RCT Bus Stop,Crescent City,CA,95531,BUS,06,867,905,Point,"[-124.19347500047475, 41.752373000036336]"
867,CUA,"Cumberland, MD",12401 Willowbrook Road SE,"Allegheny College of MD, Ctr for Continuing Educa*",Cumberland,MD,21502,BUS,24,868,906,Point,"[-78.7304380000773, 39.65045200033372]"
868,DAG,"Dallas, TX",205 South Lamar Street,Greyhound Station,Dallas,TX,75202,BUS,48,869,907,Point,"[-96.8041209999062, 32.778636999543686]"
869,DPK,"Deer Park, WA",822 South Main Street,Bus Stop Next to Fresenius Medical Center,Deer Park,WA,99006,BUS,53,870,908,Point,"[-117.47887699994952, 47.945446000164765]"
870,EUC,"Eau Claire, WI",642 University Drive,University of Wisconsin Towers Hall,Eau Claire,WI,54702,BUS,55,871,909,Point,"[-91.50633899967058, 44.79655799994636]"
871,EUM,"Eau Claire, WI",6251 Traux Lane,McDonald's Restaurant,Eau Claire,WI,54703,BUS,55,872,910,Point,"[-91.59508400047503, 44.84300599979259]"
872,EPR,"Ephrata, WA",1352 Basin Street SW,Shell Gasoline Station,Ephrata,WA,98823,BUS,53,873,911,Point,"[-119.5612019993557, 47.30677400055987]"
873,EUB,"Eugene, OR",987 Pearl Street,Greyhound Station,Eugene,OR,97401,BUS,41,874,912,Point,"[-123.08959899974636, 44.04903399950851]"
874,EUO,"Eugene, OR",1320 East 15th Avenue,University of Oregon across street from Student R*,Eugene,OR,97403,BUS,41,875,913,Point,"[-123.07434900005714, 44.04337499942467]"
875,EVN,"Evansville, IN",119 Northwest 6th Street,Greyhound/METS Bus Terminal,Evansville,IN,47708,BUS,18,876,914,Point,"[-87.56953400014143, 37.97378600059275]"
876,FRP,"Fairplay, CO",620 US Highway 285,Sinclair Gas Station,Fairplay,CO,80421,BUS,08,877,915,Point,"[-105.99160799981799, 39.225516000493286]"
877,FRR,"Frederick Airport, MD",1341 Hughes Ford Road,BayRunner Shuttle Office,Frederick Airport,MD,21705,BUS,24,878,916,Point,"[-77.3822990000643, 39.41626100052385]"
878,FSB,"Frostburg, MD",101 Braddock Road,"Frostburg State Univ, Harold J Cordts PE Center",Frostburg,MD,21532,BUS,24,879,917,Point,"[-78.93316800036007, 39.64889999963963]"
879,GRY,"Gary, IN",100 West 4th Avenue,Metro Center Station,Gary,IN,46402,BUS,18,880,918,Point,"[-87.33894900000278, 41.60426899953583]"
880,GLD,"Glendive, MT",1302 West Towne Street,Robins Service,Glendive,MT,59330,BUS,30,881,919,Point,"[-104.73194800047065, 47.10718599984514]"
881,GHL,"Gold Hill, OR",868 2nd Avenue,Ray's Market,Gold Hill,OR,97525,BUS,41,882,920,Point,"[-123.05464599940228, 42.431979999604316]"
882,GBO,"Goldsboro, NC",1615 East Beech Street,GATEWAY Transit Terminal,Goldsboro,NC,27350,BUS,37,883,921,Point,"[-77.96913800044489, 35.38271500023159]"
883,GTV,"Grantsville, MD",3000 Chestnut Ridge Road,Pilot Travel Center,Grantsville,MD,21536,BUS,24,884,922,Point,"[-79.10032599998259, 39.692354000160954]"
884,GRN,"Greenville, NC",Second and Reade Streets,Greenville Area Transit Transfer Center,Greenville,NC,27834,BUS,37,885,923,Point,"[-77.37004700007506, 35.613549999617916]"
885,GVH,"Grove Hill, AL",430 South Jackson Street,Dunn's Exxon Gas Station,Grove Hill,AL,36451,BUS,01,886,924,Point,"[-87.78011800059767, 31.68751599977741]"
886,GUG,"Gulfport, MS",10015 US Highway 49,Clark Convenience Store,Gulfport,MS,39501,BUS,28,887,925,Point,"[-89.09316199997636, 30.427874000133183]"
887,GUN,"Gunnison-Downtown, CO",905 North Main Street,Powerstop Gas Station,Gunnison-Downtown,CO,81230,BUS,08,888,926,Point,"[-106.92733599998859, 38.553944999468705]"
888,GNW,"Gunnison-Western State Univ, CO","400 North Colorado Street 
",Gunnison Valley RTA Transit Bus Stop,Gunnison-Western State Un*,CO,81230,BUS,08,889,927,Point,"[-106.92293899999773, 38.54783100048478]"
889,HAG,"Hagerstown, MD",123 West Franklin Street,Washington County Transit Transfer Center,Hagerstown,MD,21740,BUS,24,890,928,Point,"[-77.72249699980478, 39.64466000021422]"
890,HNK,"Hancock, MD",434 East Main Street,Hancock Truck Plaza,Hancock,MD,21750,BUS,24,891,929,Point,"[-78.15391900019092, 39.695657000168744]"
891,HKM,"Hancock, MI",125 Quincy Street,Shottle Bop Liquor Store,Hancock,MI,49930,BUS,26,892,930,Point,"[-88.58029499983869, 47.126982000071386]"
892,HBI,"Hattiesburg, MS",7297 US Highway 49,Shell Gas Station,Hattiesburg,MS,39401,BUS,28,893,931,Point,"[-89.37917500069271, 31.390856000056264]"
893,HVL,"Havelock, NC",201 Tourist Center Drive,Tourism and Event Center,Havelock,NC,28532,BUS,37,894,932,Point,"[-76.92611499995685, 34.89119099999229]"
894,HOG,"Houston, TX",2121 Main Street,Greyhound Terminal,Houston,TX,77002,BUS,48,895,933,Point,"[-95.37161399988645, 29.748302000073927]"
895,JAA,"Jackson, AL",3603 North College Avenue,Citgo Gas Station,Jackson,AL,36545,BUS,01,896,934,Point,"[-87.87980099969266, 31.547455000086217]"
896,FRE,"Freeport, ME",36 Depot Street,Station,Freeport,ME,04032,RAIL,23,897,935,Point,"[-70.10235800028954, 43.855034999776656]"
897,GFD,"Greenfield, MA",12 Olive Street,John W. Olver Transit Center,Greenfield,MA,01301,RAIL,25,898,936,Point,"[-72.60076499998097, 42.585457999990666]"
898,KNT,"Kent Island, MD",3206 Main Street,Hilton Garden Inn,Kent Island,MD,21638,BUS,24,899,937,Point,"[-76.2408270000174, 38.96649799976475]"
899,KTF,"Kettle Falls, WA",425 West Third Avenue,Chamber of Commerce Visitor's Center,Kettle Falls,WA,99141,BUS,53,900,938,Point,"[-118.06189899939909, 48.61036999973066]"
900,LQT,"La Quinta, CA",78822 Highway 111,SunLine Transit Stop next to Eisenhower Occupatio*,La Quinta,CA,92253,BUS,06,901,939,Point,"[-116.28996399956777, 33.710979000174575]"
901,LAN,"L'Anse, MI",102 North Main Street,In The Mind's Eye Store,L'Anse,MI,49946,BUS,26,902,940,Point,"[-88.45359300004073, 46.75844900034144]"
902,LVT,"Las Vegas, NV",6675 Gilespie Street,South Strip Transfer Terminal,Las Vegas,NV,89119,BUS,32,903,941,Point,"[-115.1640240001407, 36.06852600015945]"
903,LVG,"Livingston, MT","1404 East Park Street 
",Fair Winds Coffee,Livingston,MT,59047,BUS,30,904,942,Point,"[-110.54582899999735, 45.6702669998526]"
904,LLK,"Loon Lake, WA",State Highway 292 & Colville Road,Dinner Bell Restaurant,Loon Lake,WA,99148,BUS,53,905,943,Point,"[-117.62174799932855, 48.06050499985469]"
905,MDV,"Madisonville, KY",4765 Hanson Road,Red Cardinal Inn,Madisonville,KY,42431,BUS,21,906,944,Point,"[-87.48851000033936, 37.38247199985004]"
906,MAA,"Marion, AL",26400 Alabama Highway 14,Perry's Trading Post,Marion,AL,36756,BUS,01,907,945,Point,"[-87.31505799959443, 32.63591399999048]"
907,MAI,"Marion, IL",2100 West Main Street,Motel Marion,Marion,IL,62959,BUS,17,908,946,Point,"[-88.95053900029446, 37.730843000223174]"
908,MRM,"Mariposa, CA",Highway 140 and 7th Street,Midtown YARTS Bus Stop,Mariposa,CA,95338,BUS,06,909,947,Point,"[-119.96620499998679, 37.48574699992389]"
909,MNM,"Menomonie, WI",302 10th Avenue East,UW-Stout Memorial Union,Menomonie,WI,54751,BUS,55,910,948,Point,"[-91.92605899988841, 44.87366500002061]"
910,MSQ,"Mesquite, TX","1331 Highway 80 East 
1331 Highway 80 East 
",Greyhound Station,Mesquite,TX,75150,BUS,48,911,949,Point,"[-96.61749399998055, 32.79330099997084]"
911,MLS,"Miles City, MT",1019 Main Street,M & H Gas Station,Miles City,MT,59301,BUS,30,912,950,Point,"[-105.84496500061208, 46.40819600012691]"
912,MTB,"Minot, ND",300 18th Avenue SW,Jefferson Lines Bus Depot,Minot,ND,58701,BUS,38,913,951,Point,"[-101.29697799948406, 48.21507900015642]"
913,MLA,"Missoula, MT",1660 West Broadway Street,Greyhound Lines Terminal,Missoula,MT,59808,BUS,30,914,952,Point,"[-114.02037999950095, 46.87966099983946]"
914,MEE,"Monroe (Eastbound), WA",19746 US Highway 2,Community Transit Bus Stop Next to Grocery Outlet,Monroe (Eastbound),WA,98272,BUS,53,915,953,Point,"[-121.96625199996329, 47.85821599995373]"
915,MGM,"Montgomery, AL",950 West South Boulevard,"Starnes Travel, Inc.",Montgomery,AL,36105,BUS,01,916,954,Point,"[-86.32739699956186, 32.326874000326164]"
916,MHD,"Morehead City, NC",1001 Arendell Street,Train Station,Morehead City,NC,28557,BUS,37,917,955,Point,"[-76.71568000036183, 34.721383000090185]"
917,MTV,"Mt. Vernon, AL",20890 US Highway 43,McDonald's Restaurant,Mt. Vernon,AL,36560,BUS,01,918,956,Point,"[-88.00930699992016, 31.127181999909556]"
918,MVI,"Mt. Vernon, IL",102 Potomac Boulevard,McDonald's Restaurant,Mt. Vernon,IL,62864,BUS,17,919,957,Point,"[-88.95642599991446, 38.313911000340916]"
919,NSH,"Nashua, NH",8 North Southwood Drive,Transporation Center,Nashua,NH,03064,BUS,33,920,958,Point,"[-71.50386600026529, 42.79071799988703]"
920,NVL,"Nashville, TN",705 5th Avenue South,Greyhound Terminal,Nashville,TN,37203,BUS,47,921,959,Point,"[-86.77305000018623, 36.152068000070074]"
921,NBR,"New Bern, NC",203 South Front Street,Convention Center,New Bern,NC,28560,BUS,37,922,960,Point,"[-77.03694800064773, 35.10441599979323]"
922,NCW,"North Conway, NH",2760 White Mountain Highway,Eastern Slope Inn Resort,North Conway,NH,03860,BUS,33,923,961,Point,"[-71.12946099982024, 44.054485000214065]"
923,OCP,"Ocean Pines, MD",11011 Manklin Creek Road,Rite Aid Pharmacy,Ocean Pines,MD,21811,BUS,24,924,962,Point,"[-75.16414400006927, 38.3762100000436]"
924,OSU,"Oshkosh, WI",208 Osceola Street,University of Wisconsin Gruenhagen Conference Cen*,Oshkosh,WI,54901,BUS,55,925,963,Point,"[-88.54889900013464, 44.02274699988528]"
925,OWO,"Owosso, MI",109 Comstock Street,Indian Trails Bus Station,Owosso,MI,48867,BUS,26,926,964,Point,"[-84.17008499976147, 42.996636000262605]"
926,SHG,"Shreveport, LA",408 Fannin Street,Greyhound Station,Shreveport,LA,71101,BUS,22,927,982,Point,"[-93.75068299926689, 32.51507399996234]"
927,SIY,"Sidney, MT",1201 West Holly Street,Richland County Community Services Building,Sidney,MT,59270,BUS,30,928,983,Point,"[-104.17248100007217, 47.71845500048218]"
928,STO,"Sisters, OR",310 East Cascade Avenue,Ski Inn Restaurant,Sisters,OR,97759,BUS,41,929,984,Point,"[-121.54714199984086, 44.29146900016169]"
929,SKE,"Skykomish (Eastbound), WA",147 5th Street North,Sky Gas Station,Skykomish (Eastbound),WA,98288,BUS,53,930,985,Point,"[-121.361738000479, 47.7112289997641]"
930,SMR,"Smith River, CA",13450 US Highway 101 North,Shell Station Lucky 7 Casino Store,Smith River,CA,95567,BUS,06,931,986,Point,"[-124.20378099982692, 41.95749800046632]"
931,SNY,"Stanley, WI",604 South Broadway Street,Shell Station Travel Plaza,Stanley,WI,54768,BUS,55,932,987,Point,"[-90.9383520007234, 44.949812999509035]"
932,SLN,"Stateline, NV",169 Highway 50,Kingsbury Transit Center,Stateline,NV,89449,BUS,32,933,988,Point,"[-119.93481599995545, 38.96990700029783]"
933,SVU,"Stevens Point, WI",2050 4th Avenue,University of Wisconsin Health Enhancement Center,Stevens Point,WI,54481,BUS,55,934,989,Point,"[-89.5715779999103, 44.52894099996651]"
934,TWC,"Tawas City, MI",1020 West Lake Street,Bay Inn,Tawas City,MI,48763,BUS,26,935,990,Point,"[-83.53105899997402, 44.25728099990476]"
935,TVF,"The Villages-Lady Lake, FL",401 North US Highway 441,BP Gas Station/Kangaroo Express Market,Lady Lake,FL,32159,BUS,12,936,991,Point,"[-81.94067399966195, 28.937532000484175]"
936,THM,"Thomasville, AL",34390 US Highway 43,Chevron Gas Station,Thomasville,AL,36784,BUS,01,937,992,Point,"[-87.73646499998321, 31.941001999845643]"
937,TOA,"Torrance, CA",20575 Hamilton Avenue,Alpine Village MTA Transit Bus Stop,Torrance,CA,90502,BUS,06,938,993,Point,"[-118.28667599956043, 33.84336399992533]"
938,TYL,"Tyler, TX",303 North Bois D'Arc Street,Greyhound Station,Tyler,TX,75702,BUS,48,939,994,Point,"[-95.30270900000423, 32.353011999741256]"
939,VKS,"Vicksburg, MS",1295 South Frontage Road,Greyhound Bus Station,Vicksburg,MS,39180,BUS,28,940,995,Point,"[-90.87571899952734, 32.31630300053697]"
940,VRB,"Victorville, CA",16838 South D Street,Victor Valley Transit Center,Victorville,CA,92395,BUS,06,941,996,Point,"[-117.29391799992827, 34.53746699933724]"
941,VNA,"Vienna, IL",504 West Vine Street,Hospitality House of Vienna,Vienna,IL,62995,BUS,17,942,997,Point,"[-88.8976490000075, 37.41538399976216]"
942,WCX,"Waco, TX",301 South 8th Street,Transit Center,Waco,TX,76701,BUS,48,943,998,Point,"[-97.1323449994918, 31.55223899961511]"
943,WWA,"Walla Walla, WA",108 West Main Street,Transit Center,Walla Walla,WA,99362,BUS,53,944,999,Point,"[-118.3415020004387, 46.065988999932436]"
944,WPN,"Waupun, WI",928 East Main Street,End of the Trail Candy Shop,Waupun,WI,53963,BUS,55,945,1000,Point,"[-88.71797200043207, 43.63333499990895]"
945,WSJ,"Wausau, WI",555 Jefferson Street,Transit Center,Wausau,WI,54403,BUS,55,946,1001,Point,"[-89.62462800003082, 44.959455999936495]"
946,WCH,"Westchester, CA",6860 Park Terrace Drive,Culver City Transit Northbound Route 6 Bus Stop,Westchester,CA,90045,BUS,06,947,1002,Point,"[-118.39239000001209, 33.9758249998771]"
947,WSF,"Westfield, WI",244 North Pioneer Park Road,Mobil Station,Westfield,WI,53964,BUS,55,948,1003,Point,"[-89.4840890001799, 43.88779099969001]"
948,WES,"Westwood-UCLA, CA",592 Gayley Ave.,Los Angeles MTA Westbound Route 2 Transit Bus Stop,Westwood-UCLA,CA,90024,BUS,06,949,1004,Point,"[-118.448979000331, 34.0687720003076]"
949,WHV,"White Haven, PA","I-476, Exit 95/I-80, Exit 277, at Hwy 940",McDonald's Restaurant,White Haven,PA,18661,BUS,42,950,1005,Point,"[-75.70201300012778, 41.07137900007185]"
950,WKB,"Wilkes-Barre, PA",47 South Washington Street,Intermodal Transportation Center,Wilkes-Barre,PA,18701,BUS,42,951,1006,Point,"[-75.88319599922588, 41.245024000050826]"
951,WIR,"Wisconsin Rapids, WI",2611 West Grand Avenue,Lamers Connect Bus Station,Wisconsin Rapids,WI,54495,BUS,55,952,1007,Point,"[-89.85666099996583, 44.396985999832715]"
952,WBN,"Woodburn, OR",2900 Tom Tennant Drive,Transit Center,Woodburn,OR,97071,BUS,41,953,1008,Point,"[-122.87638199946313, 45.151589000093665]"
953,CLK,"Crater Lake, OR",Rim Drive,Community House at Rim Village,Crater Lake,OR,97604,BUS,41,954,1009,Point,"[-122.14500600034725, 42.910900999830304]"
954,RNY,"Klamath Falls, OR",5500 Running Y Road,Lodge,Klamath Falls,OR,97601,BUS,41,955,1010,Point,"[-121.88515700001614, 42.276879999758926]"
955,SRK,"Saratoga Springs, NY",267 Union Avenue,Entrance Bus Stop,Saratoga Springs,NY,12866,BUS,36,956,1011,Point,"[-73.77101699962336, 43.074607000356735]"
956,STW,"Stanwood, WA",27111 Florence Way,Station,Stanwood,WA,98292,RAIL,53,957,1012,Point,"[-122.34993500008875, 48.242638000045304]"
957,TRM,"Troy, MI",1201 Doyle Drive,Troy Transit Center,Troy,MI,48084,RAIL,26,958,1013,Point,"[-83.19102600008999, 42.54255499966478]"
958,NBU,"New Buffalo, MI",226 North Whittaker Street,Station,New Buffalo,MI,49117,RAIL,26,959,1014,Point,"[-86.74578199996124, 41.79665600003831]"
959,NHT,"Northampton, MA",170 Pleasant Street,Station,Northampton,MA,01060,RAIL,25,960,1015,Point,"[-72.6263790005453, 42.31885799996787]"
960,GUT,"Guthrie, OK",409 West Oklahoma Ave.,Santa Fe Depot,Guthrie,OK,73044,RAIL,40,961,1016,Point,"[-97.42969799997822, 35.87786100020444]"
